,Hour,DHI,DNI,WS,RH,T,TARGET
305,8,59,269,0.5,21.72,-4.9,10.2299695
306,9,57,632,0.5,17.31,-3.1,20.64723645
307,9,86,574,0.7,15.72,-1.8,25.43327791
308,10,78,755,0.9,16.42,-0.5,34.16081512
309,10,113,668,1.0,15.25,0.5,37.16355528
310,11,77,891,1.1,16.92,1.4,45.60936672
311,11,56,1018,1.2,16.19,2.0,51.23981485
312,12,54,1041,1.3,17.61,2.7,53.11632252
313,12,53,1040,1.4,17.24,3.0,52.83461304
314,13,52,1035,1.4,18.26,3.2,51.14529452
315,13,51,1023,1.5,18.26,3.2,47.9545789
316,14,49,1004,1.5,19.58,3.2,43.450039200000006
317,14,46,976,1.3,20.43,2.6,37.63192357
318,15,41,934,1.1,26.17,2.1,30.6875477
319,15,36,872,1.0,29.56,0.4,22.89878145
320,16,30,772,0.8,35.15,-1.3,14.64047805
321,16,21,594,0.8,35.15,-1.3,6.56944528
322,17,8,123,0.9,35.06,-3.5,0.750811899
323,17,0,0,0.9,36.12,-3.9,0.0
324,18,0,0,1.0,38.77,-4.4,0.0
325,18,0,0,1.2,39.36,-4.6,0.0
326,19,0,0,1.3,40.87,-4.8,0.0
327,19,0,0,1.6,40.57,-4.7,0.0
328,20,0,0,1.8,39.84,-4.7,0.0
329,20,0,0,1.9,39.79,-4.7,0.0
330,21,0,0,2.1,38.23,-4.7,0.0
331,21,0,0,2.1,38.23,-4.7,0.0
332,22,0,0,2.2,35.84,-4.8,0.0
333,22,0,0,2.3,36.12,-4.9,0.0
334,23,0,0,2.4,33.34,-5.0,0.0
335,23,0,0,2.5,33.34,-5.0,0.0
288,0,0,0,1.4,65.85,0.9,0.0
289,0,0,0,1.4,66.32,0.8,0.0
290,1,0,0,1.4,67.22,0.7,0.0
291,1,0,0,1.3,67.71,0.6,0.0
292,2,0,0,1.3,68.27,0.5,0.0
293,2,0,0,1.2,70.79,0.0,0.0
294,3,0,0,1.1,72.4,-0.5,0.0
295,3,0,0,1.1,75.09,-1.0,0.0
296,4,0,0,1.0,76.15,-1.5,0.0
297,4,0,0,1.1,76.71,-1.6,0.0
298,5,0,0,1.2,75.51,-1.6,0.0
299,5,0,0,1.7,70.19,-0.6,0.0
300,6,9,0,2.1,67.32,0.3,0.844628113
301,6,36,0,2.4,60.44,1.8,3.378456757
302,7,61,4,2.6,57.71,3.2,5.81836378
303,7,88,4,2.4,51.95,4.7,8.352029672999999
304,8,99,2,2.3,50.49,6.1,9.384158611
305,8,128,5,2.0,46.82,7.2,12.29309916
306,9,194,19,1.7,45.81,8.4,19.23703886
307,9,226,26,1.5,43.12,9.3,22.80270343
308,10,217,17,1.4,42.36,10.2,21.48875486
309,10,287,35,1.2,40.65,10.8,29.46473594
310,11,311,37,0.9,39.93,11.5,31.90424567
311,11,396,151,0.7,39.15,11.8,48.70073208
312,12,402,220,0.5,39.03,12.2,54.70597682
313,12,400,184,0.8,38.52,12.4,51.70313374
314,13,384,309,1.1,39.04,12.6,59.20981065
315,13,327,417,1.3,39.29,12.5,60.80507048
316,14,287,504,1.5,40.1,12.5,61.36808039
317,14,280,404,1.7,41.17,12.1,51.79713962
318,15,229,472,1.8,42.99,11.7,48.41927817
319,15,186,488,2.0,44.43,11.2,41.94483777
320,16,168,388,2.1,47.15,10.7,32.27987357
321,16,150,195,2.1,47.15,10.7,20.73794204
322,17,106,184,1.6,55.24,9.3,14.63877257
323,17,64,125,1.4,59.56,8.2,8.070190139
324,18,26,62,1.2,64.11,7.2,2.9090540000000003
325,18,1,1,1.4,66.34,6.7,0.093840967
326,19,0,0,1.5,66.0,6.2,0.0
327,19,0,0,1.5,67.85,5.8,0.0
328,20,0,0,1.5,68.41,5.4,0.0
329,20,0,0,1.4,69.85,5.1,0.0
330,21,0,0,1.2,71.1,4.7,0.0
331,21,0,0,1.1,73.11,4.3,0.0
332,22,0,0,0.9,74.16,3.9,0.0
333,22,0,0,0.8,75.74,3.6,0.0
334,23,0,0,0.7,76.46,3.3,0.0
335,23,0,0,0.7,78.0,3.0,0.0
288,0,0,0,2.7,58.49,14.8,0.0
289,0,0,0,3.0,58.8,14.7,0.0
290,1,0,0,3.4,53.9,14.6,0.0
291,1,0,0,3.6,54.59,14.4,0.0
292,2,0,0,3.7,49.13,14.2,0.0
293,2,0,0,3.8,49.77,14.0,0.0
294,3,0,0,3.9,44.45,13.9,0.0
295,3,0,0,3.9,44.74,13.8,0.0
296,4,0,0,3.8,39.76,13.7,0.0
297,4,0,0,3.7,39.51,13.8,0.0
298,5,0,0,3.7,36.48,13.8,0.0
299,5,13,129,3.8,33.55,15.1,1.407484556
300,6,32,445,4.0,30.53,16.3,7.787978485
301,6,45,631,3.7,26.75,18.4,16.79537314
302,7,54,744,3.3,24.66,20.4,26.64682184
303,7,62,815,3.4,21.96,22.3,36.59170236
304,8,81,815,3.4,19.03,24.1,45.12887328
305,8,228,391,3.5,18.06,25.0,42.40758609
306,9,279,161,3.5,16.05,25.9,36.02732732
307,9,269,26,3.5,15.4,26.6,27.02028756
308,10,329,45,3.6,14.58,27.3,34.15037843
309,10,326,32,3.7,14.24,27.7,33.02439656
310,11,306,24,3.8,14.24,28.2,30.58492643
311,11,423,102,3.8,13.9,28.6,48.03501065
312,12,449,248,3.9,14.44,28.9,62.5766532
313,12,449,230,3.9,14.19,29.2,60.98154488
314,13,402,409,3.8,14.87,29.4,70.45698386
315,13,281,612,3.7,14.78,29.5,73.64669977
316,14,322,439,3.6,15.27,29.6,62.38853695
317,14,295,421,3.4,15.36,29.5,56.38428861
318,15,208,562,3.1,15.87,29.4,54.5079995
319,15,144,680,2.9,16.23,29.0,51.13079236
320,16,173,471,2.6,16.95,28.7,38.65313014
321,16,141,429,2.6,16.95,28.7,30.11566693
322,17,103,402,1.3,22.02,27.0,21.95388711
323,17,57,516,0.8,24.92,24.9,16.51270654
324,18,40,336,0.3,34.96,22.8,7.881246421
325,18,15,105,0.5,37.37,21.7,1.782684437
326,19,0,0,0.7,36.18,20.7,0.0
327,19,0,0,0.9,38.47,19.7,0.0
328,20,0,0,1.1,40.43,18.8,0.0
329,20,0,0,1.3,41.71,18.3,0.0
330,21,0,0,1.5,41.97,17.8,0.0
331,21,0,0,1.7,42.24,17.7,0.0
332,22,0,0,1.9,42.18,17.6,0.0
333,22,0,0,2.1,41.91,17.7,0.0
334,23,0,0,2.2,42.12,17.7,0.0
335,23,0,0,2.3,42.38,17.6,0.0
288,0,0,0,2.4,53.74,-12.5,0.0
289,0,0,0,2.7,55.06,-12.8,0.0
290,1,0,0,2.9,51.86,-13.1,0.0
291,1,0,0,2.9,53.57,-13.5,0.0
292,2,0,0,2.9,49.77,-13.8,0.0
293,2,0,0,2.8,50.59,-14.0,0.0
294,3,0,0,2.7,47.48,-14.3,0.0
295,3,0,0,2.7,47.87,-14.4,0.0
296,4,0,0,2.7,45.15,-14.5,0.0
297,4,0,0,2.8,44.84,-14.4,0.0
298,5,0,0,3.0,43.4,-14.4,0.0
299,5,0,0,3.0,43.4,-14.4,0.0
300,6,0,0,3.0,42.76,-14.4,0.0
301,6,0,0,2.9,41.43,-14.0,0.0
302,7,1,0,2.9,41.55,-13.6,0.093861904
303,7,11,0,3.0,37.7,-12.4,1.032467332
304,8,17,0,3.1,39.27,-11.1,1.595608538
305,8,24,0,3.2,35.43,-9.8,2.2525916390000003
306,9,42,0,3.3,35.49,-8.5,3.941979056
307,9,61,0,3.5,32.59,-7.4,5.72518609
308,10,115,21,3.7,32.35,-6.3,11.63794252
309,10,217,86,3.9,30.67,-5.6,24.40194983
310,11,209,44,4.0,30.21,-4.9,21.86773298
311,11,227,83,4.3,29.95,-4.8,25.7156749
312,12,267,260,4.6,30.09,-4.7,39.04273358
313,12,239,403,4.9,30.09,-4.7,44.11078073
314,13,246,136,5.3,30.57,-4.7,30.22057744
315,13,217,97,5.5,30.8,-4.8,25.24641076
316,14,171,269,5.8,30.93,-4.9,28.62514403
317,14,165,424,5.9,31.68,-5.2,33.41175367
318,15,136,339,6.0,32.05,-5.6,25.24663271
319,15,106,425,5.7,33.81,-6.3,22.80661316
320,16,79,416,5.5,34.41,-7.0,16.98777258
321,16,56,294,5.5,34.41,-7.0,9.760930101
322,17,27,115,3.8,39.79,-8.9,3.378854043
323,17,2,1,3.3,41.38,-9.4,0.187715145
324,18,0,0,2.8,44.64,-9.8,0.0
325,18,0,0,2.7,45.76,-10.1,0.0
326,19,0,0,2.5,45.75,-10.3,0.0
327,19,0,0,2.4,46.48,-10.5,0.0
328,20,0,0,2.3,45.37,-10.6,0.0
329,20,0,0,2.2,46.53,-10.9,0.0
330,21,0,0,2.1,46.62,-11.1,0.0
331,21,0,0,2.1,47.75,-11.4,0.0
332,22,0,0,2.0,47.6,-11.7,0.0
333,22,0,0,2.0,48.37,-11.9,0.0
334,23,0,0,2.0,48.02,-12.2,0.0
335,23,0,0,2.1,48.8,-12.4,0.0
288,0,0,0,2.3,52.39,-6.4,0.0
289,0,0,0,2.2,53.2,-6.6,0.0
290,1,0,0,2.0,52.73,-6.7,0.0
291,1,0,0,2.0,52.73,-6.7,0.0
292,2,0,0,1.9,51.83,-6.7,0.0
293,2,0,0,1.9,51.83,-6.7,0.0
294,3,0,0,1.8,50.57,-6.6,0.0
295,3,0,0,1.8,50.18,-6.5,0.0
296,4,0,0,1.9,49.21,-6.5,0.0
297,4,0,0,1.8,49.21,-6.5,0.0
298,5,0,0,1.7,48.86,-6.6,0.0
299,5,0,0,1.5,49.23,-6.7,0.0
300,6,0,0,1.4,49.17,-6.9,0.0
301,6,0,0,1.4,48.8,-6.8,0.0
302,7,4,56,1.4,48.43,-6.7,0.281564363
303,7,21,543,1.6,44.53,-5.6,5.4435118860000005
304,8,31,714,1.8,46.39,-4.4,12.85778093
305,8,40,823,1.9,41.47,-2.9,21.02259454
306,9,43,915,2.1,45.59,-1.4,28.99944032
307,9,48,959,2.2,41.52,-0.1,35.94377658
308,10,51,989,2.3,43.3,1.2,41.66790809
309,10,53,1010,2.2,40.6,2.1,46.17209011
310,11,53,1024,2.0,41.21,3.0,49.26851127
311,11,55,1030,1.9,39.51,3.6,51.05122552
312,12,55,1031,1.8,38.33,4.2,51.23857597
313,12,61,956,1.7,37.27,4.6,47.57846852
314,13,62,897,1.6,37.01,4.9,43.16769893
315,13,58,873,1.4,37.27,4.8,39.03865759
316,14,65,784,1.2,39.24,4.8,32.93886734
317,14,52,833,0.8,41.79,3.9,29.09159509
318,15,41,852,0.4,53.96,3.0,23.46119584
319,15,33,769,0.3,62.23,1.0,15.57857646
320,16,25,600,0.3,55.53,-0.9,7.601753265
321,16,11,182,0.3,55.53,-0.9,1.220034475
322,17,0,0,0.9,55.94,-3.2,0.0
323,17,0,0,1.4,57.63,-3.6,0.0
324,18,0,0,2.0,57.71,-3.9,0.0
325,18,0,0,2.4,58.15,-4.0,0.0
326,19,0,0,2.8,56.92,-4.1,0.0
327,19,0,0,2.9,56.49,-4.0,0.0
328,20,0,0,3.0,53.78,-3.8,0.0
329,20,0,0,3.0,52.59,-3.5,0.0
330,21,0,0,2.9,49.58,-3.2,0.0
331,21,0,0,2.8,48.85,-3.0,0.0
332,22,0,0,2.6,46.23,-2.8,0.0
333,22,0,0,2.5,45.89,-2.7,0.0
334,23,0,0,2.4,44.53,-2.5,0.0
335,23,0,0,2.5,43.82,-2.3,0.0
288,0,0,0,2.1,55.84,-1.6,0.0
289,0,0,0,2.2,56.25,-1.7,0.0
290,1,0,0,2.2,54.64,-1.9,0.0
291,1,0,0,2.3,54.57,-1.9,0.0
292,2,0,0,2.3,52.78,-2.0,0.0
293,2,0,0,2.3,52.39,-1.9,0.0
294,3,0,0,2.3,50.74,-1.9,0.0
295,3,0,0,2.3,50.37,-1.8,0.0
296,4,0,0,2.2,48.83,-1.8,0.0
297,4,0,0,2.2,48.83,-1.8,0.0
298,5,0,0,2.2,47.7,-1.8,0.0
299,5,0,0,2.2,47.01,-1.6,0.0
300,6,0,0,2.2,46.6,-1.5,0.0
301,6,4,46,2.6,40.58,0.4,0.281542395
302,7,26,493,3.0,39.59,2.2,6.099964551
303,7,37,716,3.3,34.62,4.1,15.20267112
304,8,44,835,3.6,31.82,6.0,24.96188934
305,8,50,909,4.1,28.13,7.8,34.72073813
306,9,54,959,4.5,25.23,9.5,43.8223831
307,9,57,994,4.9,23.44,10.6,52.07950443
308,10,59,1019,5.3,22.38,11.7,59.21039637
309,10,62,1036,5.4,21.51,12.3,65.12162296
310,11,64,1043,5.5,21.42,13.0,69.43750752
311,11,65,1045,5.5,20.87,13.4,72.06455583
312,12,66,1045,5.5,21.43,13.7,73.37799067
313,12,65,1046,5.3,21.29,13.8,73.28407637
314,13,65,1042,5.2,22.1,13.9,71.59499208
315,13,63,1035,5.0,22.24,13.8,68.40472686
316,14,60,1023,4.7,23.02,13.8,63.71304463
317,14,58,1005,4.4,23.63,13.4,57.7079451
318,15,56,979,4.1,25.07,13.1,50.48288917
319,15,53,943,3.2,27.11,11.9,42.22602186
320,16,49,890,2.2,35.85,10.7,33.12440515
321,16,43,812,2.2,35.85,10.7,23.45921045
322,17,35,684,1.6,45.4,5.7,13.7009318
323,17,23,445,1.6,49.35,4.5,4.973691525
324,18,3,37,1.6,47.93,3.3,0.187688948
325,18,0,0,1.7,50.36,2.6,0.0
326,19,0,0,1.8,50.39,1.9,0.0
327,19,0,0,1.9,52.22,1.4,0.0
328,20,0,0,2.1,51.67,0.9,0.0
329,20,0,0,2.2,52.79,0.6,0.0
330,21,0,0,2.3,51.32,0.3,0.0
331,21,0,0,2.4,52.07,0.1,0.0
332,22,0,0,2.5,49.91,0.0,0.0
333,22,0,0,2.5,50.64,-0.2,0.0
334,23,0,0,2.5,48.61,-0.3,0.0
335,23,0,0,2.5,48.96,-0.4,0.0
288,0,0,0,1.8,37.58,19.2,0.0
289,0,0,0,1.9,38.05,19.0,0.0
290,1,0,0,2.0,36.0,18.7,0.0
291,1,0,0,2.0,36.68,18.4,0.0
292,2,0,0,2.0,34.92,18.2,0.0
293,2,0,0,2.1,35.58,17.9,0.0
294,3,0,0,2.1,34.61,17.7,0.0
295,3,0,0,2.1,35.05,17.5,0.0
296,4,0,0,2.1,34.86,17.3,0.0
297,4,0,0,2.3,32.53,18.4,0.0
298,5,13,156,2.5,31.56,19.5,1.595072017
299,5,30,464,2.9,27.57,21.7,7.693690726
300,6,41,631,3.4,24.19,23.9,16.04377193
301,6,49,736,3.2,21.35,26.0,25.23786561
302,7,56,807,3.0,18.71,28.0,34.90066763
303,7,61,857,2.6,17.35,29.3,44.46956999
304,8,65,893,2.3,15.67,30.7,53.66287457
305,8,69,921,1.9,14.97,31.5,62.38723381
306,9,71,943,1.5,14.37,32.4,70.36084571
307,9,75,957,1.1,13.82,33.1,77.39633466
308,10,77,969,0.8,13.47,33.8,83.39977214
309,10,78,979,0.5,13.03,34.4,88.3712791
310,11,79,985,0.3,12.69,35.0,92.02935557
311,11,79,987,0.4,12.41,35.4,94.18661229
312,12,80,987,0.6,12.15,35.9,95.12420305
313,12,82,984,0.9,12.02,36.1,94.65494067
314,13,81,979,1.1,11.89,36.4,92.77842176
315,13,82,969,1.3,11.89,36.4,89.49506002
316,14,84,955,1.5,12.0,36.4,84.99216392
317,14,84,939,1.7,12.13,36.2,79.26990776
318,15,84,917,1.9,12.46,36.0,72.42189746
319,15,83,890,2.0,12.74,35.6,64.72970078
320,16,82,854,2.1,13.33,35.1,56.19319407
321,16,77,817,2.1,13.33,35.1,47.28108482
322,17,73,757,2.1,15.85,33.4,37.71299869
323,17,68,678,1.6,17.53,31.6,28.14458582
324,18,57,580,1.1,28.26,29.8,18.95106279
325,18,43,428,1.1,31.16,28.1,10.32007854
326,19,24,199,1.0,34.78,26.4,3.47136402
327,19,2,14,0.8,36.03,25.8,0.187642536
328,20,0,0,0.6,36.44,25.2,0.0
329,20,0,0,0.5,37.76,24.6,0.0
330,21,0,0,0.3,39.27,24.0,0.0
331,21,0,0,0.3,40.7,23.4,0.0
332,22,0,0,0.3,42.16,22.8,0.0
333,22,0,0,0.5,43.19,22.4,0.0
334,23,0,0,0.6,42.82,22.0,0.0
335,23,0,0,0.9,43.88,21.6,0.0
288,0,0,0,3.3,58.57,16.3,0.0
289,0,0,0,3.2,59.7,16.0,0.0
290,1,0,0,3.1,60.66,15.7,0.0
291,1,0,0,2.9,62.23,15.3,0.0
292,2,0,0,2.6,63.54,15.0,0.0
293,2,0,0,2.4,65.19,14.6,0.0
294,3,0,0,2.2,66.99,14.2,0.0
295,3,0,0,2.1,67.86,14.0,0.0
296,4,0,0,1.9,68.8,13.7,0.0
297,4,0,0,2.0,67.47,14.0,0.0
298,5,0,0,2.0,65.44,14.3,0.0
299,5,20,290,2.4,56.85,16.5,3.377910953
300,6,35,558,2.8,49.48,18.6,11.07178588
301,6,45,702,2.5,43.19,20.8,20.45416063
302,7,52,792,2.3,33.64,23.0,30.21137819
303,7,58,853,2.3,30.75,24.5,40.15607657
304,8,63,897,2.2,23.59,25.9,49.81903856
305,8,67,929,2.1,22.12,27.0,58.91897908
306,9,70,954,2.0,18.33,28.1,67.26814833
307,9,73,972,2.1,17.51,28.9,74.67918433
308,10,74,987,2.1,15.3,29.8,81.05801114
309,10,74,999,2.2,14.78,30.4,86.21738528
310,11,73,1009,2.4,13.48,31.1,90.06316967
311,11,74,1013,2.6,13.24,31.4,92.50207543
312,12,75,1014,2.7,12.58,31.8,93.53363454
313,12,75,1012,2.9,12.44,32.0,92.97053964
314,13,73,1009,3.1,12.14,32.1,91.00032725
315,13,75,1000,3.2,12.12,32.1,87.71681029
316,14,75,988,3.2,12.03,32.0,82.93234817
317,14,74,974,3.3,12.23,31.7,77.02226517
318,15,71,957,3.3,12.4,31.4,69.98635727
319,15,69,933,3.3,12.83,30.8,61.91863336
320,16,65,902,3.2,13.37,30.3,53.00639416
321,16,61,863,3.2,13.37,30.3,43.62473148
322,17,56,806,3.1,15.8,28.4,33.77469112
323,17,49,723,2.7,17.85,26.3,23.73665034
324,18,41,599,2.3,26.35,24.2,14.26108357
325,18,28,396,2.5,29.39,22.4,5.910960806
326,19,6,64,2.7,35.1,20.6,0.562959787
327,19,0,0,3.0,36.42,20.0,0.0
328,20,0,0,3.3,38.04,19.5,0.0
329,20,0,0,3.6,39.24,19.0,0.0
330,21,0,0,3.9,40.63,18.6,0.0
331,21,0,0,3.9,41.65,18.2,0.0
332,22,0,0,4.0,43.17,17.8,0.0
333,22,0,0,4.0,44.27,17.4,0.0
334,23,0,0,4.0,45.73,17.0,0.0
335,23,0,0,3.9,46.61,16.7,0.0
288,0,0,0,2.9,85.38,10.1,0.0
289,0,0,0,2.8,86.52,9.9,0.0
290,1,0,0,2.8,85.34,9.8,0.0
291,1,0,0,2.8,86.49,9.6,0.0
292,2,0,0,2.9,85.43,9.5,0.0
293,2,0,0,2.8,86.58,9.3,0.0
294,3,0,0,2.8,85.88,9.1,0.0
295,3,0,0,2.8,87.05,8.9,0.0
296,4,0,0,2.7,85.91,8.7,0.0
297,4,0,0,2.8,85.91,8.7,0.0
298,5,5,0,3.0,84.34,8.6,0.4691950379999999
299,5,8,0,3.1,82.65,8.9,0.7507095859999999
300,6,16,0,3.3,79.79,9.2,1.501414222
301,6,29,0,3.3,77.16,9.7,2.721298322
302,7,36,0,3.3,74.41,10.1,3.378148582
303,7,166,78,3.1,71.03,10.8,19.33036816
304,8,251,143,3.0,67.24,11.5,31.62273762
305,8,311,179,2.7,63.38,12.4,40.53675821
306,9,333,277,2.4,58.73,13.2,50.67050221
307,9,308,304,2.1,55.05,14.2,51.98361051
308,10,345,207,1.9,50.13,15.2,49.07424091
309,10,420,194,1.8,47.03,16.2,55.82954569
310,11,417,205,1.7,42.15,17.3,57.04866111
311,11,178,13,1.8,40.29,18.0,17.82756942
312,12,174,10,1.9,36.86,18.7,17.264460699999997
313,12,269,18,2.1,35.95,19.1,26.83485898
314,13,110,2,2.3,34.42,19.5,10.50870976
315,13,88,0,2.1,35.51,19.0,8.256888761
316,14,108,3,2.0,37.37,18.5,10.41499647
317,14,142,7,1.9,40.03,17.4,13.88682987
318,15,205,67,1.9,45.42,16.3,24.02075292
319,15,286,173,2.0,48.16,15.4,38.095789700000005
320,16,150,6,2.1,52.05,14.5,14.45027007
321,16,86,0,2.1,52.05,14.5,8.06963134
322,17,56,0,1.4,54.16,13.6,5.254695645
323,17,100,139,0.9,55.95,13.1,13.98132061
324,18,38,77,0.4,59.64,12.6,5.442423166
325,18,16,20,0.4,63.69,11.6,1.782882357
326,19,5,0,0.4,74.36,10.6,0.469184725
327,19,1,0,0.3,76.87,10.1,0.093837461
328,20,0,0,0.1,77.65,9.6,0.0
329,20,0,0,0.2,78.7,9.4,0.0
330,21,0,0,0.2,78.65,9.2,0.0
331,21,0,0,0.4,80.79,8.8,0.0
332,22,0,0,0.7,80.96,8.4,0.0
333,22,0,0,0.9,82.06,8.2,0.0
334,23,0,0,1.1,81.69,8.0,0.0
335,23,0,0,1.2,82.81,7.8,0.0
288,0,0,0,2.6,20.03,7.5,0.0
289,0,0,0,2.6,20.17,7.4,0.0
290,1,0,0,2.6,21.0,7.3,0.0
291,1,0,0,2.6,21.15,7.2,0.0
292,2,0,0,2.5,23.45,7.1,0.0
293,2,0,0,2.4,23.45,7.1,0.0
294,3,0,0,2.2,27.02,7.0,0.0
295,3,0,0,2.2,26.84,7.1,0.0
296,4,0,0,2.1,30.43,7.1,0.0
297,4,0,0,2.0,29.61,7.5,0.0
298,5,0,0,1.9,32.7,7.8,0.0
299,5,0,0,1.7,31.4,8.4,0.0
300,6,1,0,1.6,34.04,8.9,0.093838698
301,6,28,124,1.4,30.79,10.4,3.471974594
302,7,49,403,1.3,32.71,11.9,11.07260129
303,7,64,559,1.3,29.66,13.4,19.79898604
304,8,123,382,1.3,28.35,14.9,24.11495507
305,8,152,399,1.4,26.39,16.0,30.40136566
306,9,90,829,1.6,19.05,17.0,47.57198447
307,9,68,957,1.6,17.89,18.0,57.04822215
308,10,70,976,1.6,14.51,18.9,62.95884601
309,10,69,995,1.6,13.81,19.7,67.64967034
310,11,66,1011,1.6,12.3,20.5,70.93301114
311,11,66,1016,1.5,11.62,21.4,72.6211739
312,12,65,1017,1.5,10.8,22.2,72.71436026
313,12,63,1014,1.4,10.34,22.9,71.21261259
314,13,62,1007,1.3,9.86,23.5,68.30361006
315,13,60,994,1.3,9.74,23.7,63.89375849
316,14,59,977,1.2,9.63,23.9,58.26422436
317,14,56,952,1.2,9.74,23.7,51.32141835
318,15,53,920,1.2,10.03,23.5,43.44034541
319,15,49,874,1.0,10.65,22.5,34.71512848
320,16,43,805,0.8,15.63,21.5,25.33293979
321,16,36,696,0.8,15.63,21.5,15.76271809
322,17,27,501,0.7,23.22,16.8,6.94346073
323,17,8,92,0.6,25.22,15.5,0.75065513
324,18,0,0,0.4,24.08,14.2,0.0
325,18,0,0,0.5,25.86,13.1,0.0
326,19,0,0,0.5,28.55,12.1,0.0
327,19,0,0,0.8,29.9,11.4,0.0
328,20,0,0,1.0,30.67,10.8,0.0
329,20,0,0,1.2,31.92,10.2,0.0
330,21,0,0,1.4,32.56,9.6,0.0
331,21,0,0,1.6,33.22,9.3,0.0
332,22,0,0,1.7,32.68,9.0,0.0
333,22,0,0,1.8,33.12,8.8,0.0
334,23,0,0,1.9,32.59,8.6,0.0
335,23,0,0,1.9,33.04,8.4,0.0
288,0,0,0,1.5,79.72,-0.8,0.0
289,0,0,0,1.4,79.72,-0.8,0.0
290,1,0,0,1.2,79.31,-0.8,0.0
291,1,0,0,1.2,79.31,-0.8,0.0
292,2,0,0,1.3,78.99,-0.8,0.0
293,2,0,0,1.3,79.57,-0.9,0.0
294,3,0,0,1.3,79.52,-0.9,0.0
295,3,0,0,1.2,80.1,-1.0,0.0
296,4,0,0,1.1,79.94,-1.0,0.0
297,4,0,0,1.0,80.53,-1.1,0.0
298,5,0,0,0.9,80.21,-1.1,0.0
299,5,0,0,0.8,79.62,-1.0,0.0
300,6,0,0,0.7,79.49,-1.0,0.0
301,6,2,0,0.6,77.2,-0.6,0.187696993
302,7,27,11,0.6,74.98,-0.2,2.627746346
303,7,63,32,0.8,70.76,0.6,6.475460849
304,8,99,51,1.0,65.63,1.5,10.51078901
305,8,111,24,1.1,62.43,2.2,11.16762741
306,9,133,81,1.2,57.59,2.8,15.57826828
307,9,141,283,1.2,54.81,3.5,25.61948508
308,10,143,519,1.3,50.21,4.3,38.38196802
309,10,161,587,1.3,48.09,4.9,45.419926700000005
310,11,203,498,1.3,44.51,5.6,45.88878778
311,11,103,881,1.3,42.36,6.3,58.181655500000005
312,12,91,922,1.4,38.54,6.9,59.30736096
313,12,67,996,1.3,37.2,7.4,59.96391676
314,13,65,990,1.3,34.28,7.9,57.05455562
315,13,63,975,1.3,33.82,8.1,52.64397261
316,14,61,954,1.2,31.95,8.3,47.01349786
317,14,56,922,1.2,32.39,8.1,40.06947648
318,15,52,874,1.1,31.94,7.9,32.18702727
319,15,46,800,1.1,34.19,6.9,23.46019025
320,16,37,683,1.1,43.14,5.8,14.45165191
321,16,26,480,1.1,43.14,5.8,6.099723209
322,17,7,84,1.5,49.35,1.9,0.563075507
323,17,0,0,1.7,51.88,1.2,0.0
324,18,0,0,1.9,52.0,0.5,0.0
325,18,0,0,1.9,54.31,-0.1,0.0
326,19,0,0,1.9,54.47,-0.6,0.0
327,19,0,0,1.8,55.27,-0.8,0.0
328,20,0,0,1.6,52.79,-1.0,0.0
329,20,0,0,1.5,52.4,-0.9,0.0
330,21,0,0,1.4,48.53,-0.7,0.0
331,21,0,0,1.4,47.49,-0.4,0.0
332,22,0,0,1.4,46.16,0.0,0.0
333,22,0,0,1.4,45.5,0.2,0.0
334,23,0,0,1.4,46.97,0.3,0.0
335,23,0,0,1.3,46.97,0.3,0.0
288,0,0,0,3.3,56.58,-2.4,0.0
289,0,0,0,3.4,56.93,-2.5,0.0
290,1,0,0,3.5,55.74,-2.5,0.0
291,1,0,0,3.6,56.09,-2.6,0.0
292,2,0,0,3.6,55.73,-2.7,0.0
293,2,0,0,3.7,56.98,-3.0,0.0
294,3,0,0,3.7,56.5,-3.2,0.0
295,3,0,0,3.9,57.35,-3.4,0.0
296,4,0,0,4.0,56.42,-3.5,0.0
297,4,0,0,4.3,56.42,-3.5,0.0
298,5,0,0,4.6,55.15,-3.4,0.0
299,5,0,0,4.7,55.08,-3.4,0.0
300,6,0,0,4.9,54.05,-3.4,0.0
301,6,0,0,5.1,51.31,-2.7,0.0
302,7,8,33,5.4,49.76,-2.0,0.844649462
303,7,39,166,5.6,44.85,-0.6,5.3493642910000005
304,8,72,250,5.8,43.41,0.9,11.44932781
305,8,99,371,6.2,40.12,2.0,19.14454621
306,9,125,316,6.7,37.1,3.2,22.42885393
307,9,94,756,6.5,36.58,3.4,39.32079138
308,10,69,937,6.4,35.04,3.7,49.64350849
309,10,115,800,6.6,36.55,3.1,51.33304009
310,11,235,416,6.8,37.27,2.5,44.57651705
311,11,117,63,6.8,39.17,1.8,14.54613326
312,12,37,0,6.7,39.35,1.0,3.472333307
313,12,43,0,6.5,39.92,0.8,4.035423253
314,13,59,0,6.2,37.36,0.5,5.536994347
315,13,163,27,6.1,37.9,0.3,16.79871469
316,14,247,257,5.9,34.87,0.1,36.2252409
317,14,194,407,5.7,35.94,-0.3,36.97618564
318,15,178,166,5.5,34.57,-0.8,23.46217565
319,15,103,6,5.0,36.43,-1.5,9.854189579
320,16,82,36,4.5,37.07,-2.1,8.634203992
321,16,71,42,4.5,37.07,-2.1,7.414153428
322,17,35,25,3.3,42.46,-4.0,3.566376114
323,17,6,3,3.0,44.42,-4.6,0.563115731
324,18,0,0,2.7,46.03,-5.2,0.0
